Date,0M2Z.IL,0NZT.IL,ADDYY,ADSK,ALFA.ST,BCS,BLK,BLND.L,C09.SI,CNP.PA,CSCO,CTAS,DANSKE.CO,DASTY,ELUX-B.ST,ENGGY,EW,HES,HPE,IBE.MC,KHE.SG,KO,LGLD.IL,LNVGY,MRK.PA,MSFT,NKE,NSRGY,OR.PA,PG,PLD,ROK,RY,TAK,TEL.OL,UAL,UN,VIVHY,VWS.CO,WBRBY,WM
2016-02-01,109.81175231933594,64.2130126953125,47.267948150634766,51.7400016784668,122.33085632324219,8.155580520629883,279.0652770996094,528.70458984375,6.807972431182861,11.384134292602539,22.848913192749023,80.3143081665039,137.85182189941406,73.95541381835938,170.43695068359375,11.104684829711914,87.0,40.1202278137207,6.880494594573975,4.930946350097656,-0.5897942781448364,37.53422927856445,1385.0,13.229912757873535,39.50241470336914,46.79366683959961,58.60544204711914,62.07042694091797,145.25840759277344,71.01740264892578,33.798553466796875,94.78253936767578,41.39793014526367,20.7047176361084,104.01627349853516,57.2599983215332,37.25183868408203,17.937665939331055,429.53546142578125,3.2028307914733887,50.90217590332031
2016-03-01,117.7466049194336,63.36294937133789,52.02593231201172,58.310001373291016,120.42794036865234,7.4471516609191895,304.6585388183594,561.9993286132812,7.822944641113281,11.438383102416992,24.847537994384766,85.8796157836914,135.9412841796875,77.14070129394531,177.70399475097656,11.94232177734375,88.20999908447266,48.447959899902344,9.193002700805664,4.84578800201416,-0.6063171029090881,40.371280670166016,1430.0,12.259561538696289,40.61723327636719,51.158992767333984,58.49126052856445,66.29080200195312,146.6085662841797,72.80411529541016,38.82527542114258,104.3707046508789,46.75035858154297,19.777381896972656,106.80812072753906,59.86000061035156,39.35568618774414,18.03261947631836,427.039794921875,3.596160888671875,53.77311325073242
2016-04-01,131.11166381835938,61.29256820678711,57.5145378112793,59.81999969482422,114.71916961669922,8.868460655212402,321.0065612792969,582.6683349609375,7.985722541809082,12.406535148620605,23.99223518371582,85.85092163085938,140.8654022216797,76.31996154785156,196.8855438232422,12.237488746643066,106.20999908447266,55.13624954223633,8.69148063659668,5.12937593460083,-0.8367890119552612,39.29160690307617,1330.0,12.40156364440918,41.51321029663086,46.1940803527832,56.22845458984375,66.2552490234375,147.53968811035156,70.8670425415039,40.30592727661133,104.11378479003906,50.4539909362793,21.148916244506836,110.55719757080078,45.810001373291016,38.77434158325195,16.59967613220215,436.13873291015625,3.6148908138275146,53.96936798095703
2016-05-01,120.54793548583984,61.92923355102539,60.600807189941406,58.27000045776367,118.05860137939453,9.336151123046875,327.7811279296875,599.6863403320312,7.8420939445495605,12.727861404418945,25.58560562133789,90.65122985839844,147.83969116210938,77.12117004394531,195.03550720214844,11.998164176940918,98.5,55.42293167114258,9.635751724243164,5.040082931518555,-0.9092616438865662,39.11619567871094,1285.0,9.73507022857666,43.7036247253418,49.093379974365234,52.67959976196289,67.74729919433594,160.26576232910156,72.26752471923828,42.18763732910156,106.4810562133789,49.547603607177734,19.039321899414062,111.19530487060547,45.09000015258789,39.74845886230469,18.030059814453125,449.26983642578125,3.3058459758758545,55.9522590637207
2016-06-01,131.99388122558594,63.627967834472656,69.0056381225586,54.13999938964844,123.58235931396484,6.706496715545654,308.5745849609375,491.9049987792969,7.869708061218262,11.723437309265137,25.268539428710938,93.83550262451172,134.42759704589844,74.70985412597656,199.1314239501953,12.030073165893555,99.7300033569336,55.58015060424805,9.531411170959473,5.0326409339904785,-0.8220261931419373,39.756439208984375,1280.0,9.529953956604004,45.230812072753906,47.72978210449219,52.660518646240234,70.87337493896484,163.2073211669922,75.50458526611328,43.52791213989258,106.02723693847656,48.62594223022461,19.012840270996094,113.02617645263672,41.040000915527344,41.68437194824219,17.180618286132812,424.4145812988281,2.6200850009918213,60.83603286743164
2016-07-01,121.66154479980469,67.13300323486328,78.88146209716797,59.45000076293945,126.29743194580078,7.271254539489746,332.0286865234375,550.228515625,8.227421760559082,12.031600952148438,26.88911247253418,102.57549285888672,138.56617736816406,81.0053482055664,197.03990173339844,12.363859176635742,114.5199966430664,49.83192443847656,11.022924423217773,5.08059549331665,-0.8743674755096436,38.55891036987305,1225.0,10.239967346191406,45.721256256103516,52.86933517456055,53.10138702392578,73.55027770996094,161.54676818847656,76.32498931884766,48.7804069519043,105.63939666748047,50.164791107177734,20.010265350341797,115.73682403564453,46.88999938964844,40.956172943115234,17.920455932617188,435.5760192871094,2.8479185104370117,61.109397888183594
2016-08-01,122.24407958984375,70.17245483398438,80.02690124511719,67.4000015258789,124.51858520507812,8.038971900939941,337.9757995605469,543.6682739257812,8.208085060119629,12.705160140991211,27.942853927612305,112.36736297607422,150.06227111816406,82.83497619628906,190.4167022705078,11.977489471435547,115.16000366210938,50.43566131591797,11.26414966583252,5.029057025909424,-0.862288773059845,38.382164001464844,1170.0,11.011460304260254,49.675960540771484,53.596900939941406,55.14889907836914,72.88105773925781,160.6927947998047,78.46846771240234,47.545005798339844,107.0522232055664,51.802310943603516,19.48065757751465,119.51531219482422,50.40999984741211,40.947303771972656,17.664709091186523,519.1458129882812,3.0662589073181152,59.0946044921875
2016-09-01,124.30168151855469,65.6297378540039,83.64611053466797,72.33000183105469,125.92293548583984,7.716392517089844,330.60638427734375,518.657958984375,8.809189796447754,13.167405128479004,28.191709518432617,107.6722412109375,148.22288513183594,85.0580825805664,187.4536895751953,12.322757720947266,120.55999755859375,49.804054260253906,11.930140495300293,5.158618450164795,-0.897182822227478,37.40117263793945,1225.0,10.978443145751953,49.31483459472656,54.062355041503906,50.37456130981445,72.44100952148438,159.50669860839844,80.66139221191406,47.92995071411133,113.66193389892578,51.668880462646484,21.148916244506836,112.61547088623047,52.470001220703125,41.25419998168945,18.404544830322266,511.6423645019531,3.3035852909088135,58.92823791503906
2016-10-01,125.70165252685547,58.88569259643555,78.92959594726562,72.27999877929688,121.52265167236328,8.187012672424316,311.2511901855469,480.117431640625,8.245866775512695,13.898195266723633,27.267383575439453,102.00176239013672,160.3321075439453,77.81825256347656,187.4536895751953,11.71442699432373,95.22000122070312,44.79487609863281,11.783307075500488,5.292442798614502,-1.075757622718811,37.778018951416016,1085.0,10.540956497192383,47.18940734863281,56.23986053466797,48.14495086669922,66.60135650634766,154.71484375,78.01011657714844,47.0784912109375,111.22777557373047,52.10251998901367,20.139171600341797,108.01555633544922,56.22999954223633,37.42408752441406,18.422813415527344,509.7665100097656,3.094738245010376,61.07156753540039
2016-11-01,135.99917602539062,58.44660949707031,70.69973754882812,72.61000061035156,129.57421875,9.54559326171875,338.20428466796875,490.8592224121094,8.197304725646973,14.589362144470215,26.72208023071289,109.58472442626953,157.18984985351562,74.80821990966797,187.97657775878906,10.078519821166992,82.8499984741211,52.256011962890625,12.56432819366455,4.855853080749512,-1.1541738510131836,35.95148468017578,1015.0,10.227286338806152,51.523765563964844,56.55897903442383,48.03941345214844,61.6967887878418,152.81707763671875,74.6813735961914,45.94124221801758,124.22541046142578,54.77077865600586,18.551361083984375,106.06307983398438,68.94999694824219,35.943172454833984,17.354158401489258,434.45050048828125,3.4175021648406982,64.66181182861328
2016-12-01,148.1313018798828,58.420387268066406,75.60877227783203,74.01000213623047,141.18348693847656,9.767584800720215,347.097412109375,522.393798828125,8.041906356811523,15.496245384216309,27.080520629882812,111.9291763305664,164.1641387939453,75.15250396728516,197.21420288085938,10.374462127685547,93.69999694824219,58.16704177856445,12.215902328491211,5.313753128051758,-1.1439284086227417,37.73798751831055,1050.0,10.030396461486816,48.9124870300293,58.71752166748047,48.76859664916992,64.04365539550781,164.53573608398438,76.1485366821289,47.28608703613281,125.63011169433594,57.21273422241211,18.641069412231445,108.76103210449219,75.16999816894531,37.053138732910156,17.30849266052246,430.51116943359375,3.3890228271484375,66.34110260009766
2017-01-01,142.66354370117188,60.8273811340332,76.00341796875,81.33999633789062,152.79273986816406,9.829742431640625,343.1831359863281,483.8054504394531,8.964588165283203,15.306943893432617,27.528583526611328,112.4618911743164,175.73687744140625,76.1066665649414,202.61732482910156,10.302956581115723,96.23999786376953,50.794864654541016,12.027945518493652,4.972799777984619,-1.1254081726074219,37.351619720458984,1050.0,10.891339302062988,50.352874755859375,61.08927917480469,50.93775939941406,67.1239013671875,159.74391174316406,79.33649444580078,44.45165252685547,138.33335876464844,60.72780227661133,18.82048225402832,110.1100082397461,70.47000122070312,36.68315124511719,16.75133514404297,451.70843505859375,3.721280097961426,65.0219497680664
2017-02-01,137.96762084960938,64.136474609375,80.63330841064453,86.30000305175781,152.97998046875,9.936298370361328,355.5530700683594,518.476806640625,9.197688102722168,15.394991874694824,30.89212989807129,114.30220031738281,179.49224853515625,79.57903289794922,208.63046264648438,10.252492904663086,94.04000091552734,48.22604751586914,12.102190971374512,5.4679341316223145,-1.1395939588546753,37.70204544067383,,9.980245590209961,55.895896911621094,60.4561882019043,55.03974151611328,67.55477142333984,166.5758514404297,83.13233947753906,46.45357131958008,141.2404022216797,62.13090896606445,20.892709732055664,115.25296783447266,74.08999633789062,42.71127700805664,16.057167053222656,488.19403076171875,3.7687454223632812,68.59581756591797
2017-03-01,138.18495178222656,69.31603240966797,91.6257095336914,86.47000122070312,158.31649780273438,9.980695724487305,351.9283447265625,512.1795043945312,9.906696319580078,16.799339294433594,30.54868507385254,122.56419372558594,182.02139282226562,85.31383514404297,204.27310180664062,10.900108337402344,94.06999969482422,45.19786071777344,12.568883895874023,5.843560218811035,-1.091125726699829,38.133331298828125,,10.974925994873047,52.484107971191406,62.609928131103516,53.66279220581055,70.49751281738281,170.94068908691406,82.0186767578125,47.20884323120117,146.27862548828125,62.33611297607422,21.206684112548828,120.4802474975586,70.63999938964844,45.21024703979492,17.701244354248047,531.8079223632812,4.063030242919922,68.22158813476562
2017-04-01,133.45291137695312,68.38351440429688,96.54437255859375,90.06999969482422,170.1129913330078,9.685482025146484,355.13287353515625,557.989013671875,10.479731559753418,16.87858009338379,30.792713165283203,118.62206268310547,197.2591552734375,88.00908660888672,232.9408416748047,11.186066627502441,109.66999816894531,46.021751403808594,13.254218101501465,5.7537946701049805,-1.1555378437042236,39.113494873046875,1310.0,10.715806007385254,51.402099609375,65.08162689208984,53.52090072631836,70.58919525146484,173.50267028808594,79.71831512451172,49.955997467041016,147.8192901611328,58.54857635498047,22.653902053833008,117.02349090576172,70.20999908447266,47.539920806884766,17.838253021240234,551.5044555664062,4.547176361083984,68.49101257324219
2017-05-01,138.28001403808594,60.867279052734375,92.35723876953125,111.7699966430664,167.83636474609375,9.649641990661621,377.9144287109375,538.865234375,10.421529769897461,18.021411895751953,28.745288848876953,121.92491912841797,197.81591796875,91.04863739013672,247.10675048828125,12.691560745239258,115.06999969482422,43.250831604003906,13.382278442382812,6.186069011688232,-1.0651487112045288,41.21647644042969,,10.891339302062988,53.224998474121094,66.39351654052734,51.183406829833984,80.4806900024414,183.9818572998047,81.02745819091797,50.993499755859375,149.10633850097656,59.81062316894531,23.511524200439453,117.61367797851562,79.66999816894531,51.671451568603516,20.202730178833008,561.463134765625,4.499710559844971,68.61334991455078
